@lat	@lon	name	addr:street	addr:housenumber	addr:postcode	addr:city	cuisine	website
47.3831180	8.5413332	Valento	Stampfenbachstrasse	102	8006	Zürich	italian	https://valento.restaurant/
47.3781646	8.5109337	Hardhof	Badenerstrasse	344	8004	Zürich	regional	http://www.restaurant-hardhof.ch/
47.3787576	8.5270372	Gambrinus	Langstrasse	103	8004	Zürich	regional	http://gambrinus-langstrasse.ch/
47.3307586	8.5155905	La Perla Del Sud					italian	
47.3906861	8.4887363	Akara‘s	Hohlstrasse	561			kebab;pizza;turkish	https://akaras.ch/
47.3873990	8.4854595	Brasserie Spirgarten	Lindenplatz	5	8048	Zürich	regional	https://www.spirgarten.ch/de/restaurant-altstetten-zuerich.html
47.3831915	8.5000558	Restaurant Singapore	Badenerstrasse	530	8048	Zürich	asian	https://www.restaurant-singapore.ch/
47.3752173	8.5447395	Zhong Hua	Zähringerstrasse	24			chinese	
47.3791435	8.5452080	Restaurant Bocuci: Bottega & Cucina	Leonhardstrasse	1	8001	Zürich	italian	https://www.bocuci.ch/
47.3799672	8.5469246	Restaurant Haldenbach	Haldenbachstrasse	3	8006	Zürich	regional	http://www.restauranthaldenbach.ch/
47.3805744	8.5483371	Ristorante Al Forno da Angelo	Universitätstrasse	40	8006	Zürich	italian	https://de-de.facebook.com/RistoranteAlFornoDaAngelo/
47.3786854	8.5479520	Hot Pasta	Universitätstrasse	15			italian	http://hotpasta.ch/
47.3740086	8.5444869	Wien Zeile	Mühlegasse	22			austrian	https://kaiser-wienzeile.ch
47.3735273	8.5430124	Bianchi	Limmatquai	82	8001	Zürich	fish	https://www.bindella.ch/de/bianchi.html
47.3734009	8.5434614	Weinschenke	Hirschengasse	6				https://www.hirschen-zuerich.ch/weinschenke.html
47.3733831	8.5436343	Simons Steakhouse					steak_house	
47.3725790	8.5433042	Blue Monkey	Stüssihofstatt	3	8001	Zürich	thai	https://www.bluemonkey.ch/
47.3731853	8.5446831	Madrid					regional	http://www.restaurant-madrid.ch
47.3724834	8.5433829	The Butcher	Stüssihofstatt	15	8001	Zürich	burger	https://www.butcher.ch/zuerich-niederdorf
47.3724243	8.5452101	Bauern Schänke					regional	http://www.bauernschaenke.ch
47.4040619	8.5717620	Restaurant Gasthof Hirschen	Winterthurerstrasse	519	8051	Zürich		http://www.hirschen-schwamendingen.ch/
47.3689525	8.5384389	Coco Grill & Bar	Bleicherweg	1a	8001	Zürich	regional	http://www.restaurant-coco.ch/
47.3702331	8.5328922	Nagasui	Selnaustrasse	16	8001	Zürich	asian	http://www.nagasui.ch
47.3902919	8.5172402	Angkor					asian	http://www.restaurant-angkor.ch
47.3747780	8.5435430	toscano						https://ristorante-toscano.ch/
47.3745675	8.5437310	friskfisk.ch						
47.3749804	8.5445108	Walliser Keller	Zähringerstrasse	21	8001	Zürich	regional	https://walliser-keller.ch/
47.3747617	8.5447832	Raclette Stube	Zähringerstrasse	16				https://www.raclette-stube.ch/
47.3773121	8.5277904	The Bite	Brauerstrasse	15	8004	Zürich	burger	https://www.thebite.ch/
47.3755766	8.5271252	Volkshaus	Stauffacherstrasse	60	8004	Zürich		https://www.restaurantvolkshaus.ch/
47.3770799	8.5274993	Tavtai	Hohlstrasse	18	8004	Zürich	mongolian	
47.3763280	8.5278780	Brasserie Café de Paris	Ankerstrasse	113	8004	Zürich	french	https://www.brasserie-cafedeparis.ch/
47.3770439	8.5287783	Achi	Brauerstrasse	4	8004	Zürich	asian	https://www.achi.restaurant/
47.3769262	8.5284802	Thai-Food-Corner	Brauerstrasse	3			thai	
47.3779077	8.5270821	Stubä	Brauerstrasse	42	8004	Zürich		https://www.stube.me/
47.3765636	8.5290029	Trübli Bar	Zeughausstrasse	67				
47.3774661	8.5279076	Brauerhof	Brauerstrasse	26				
47.3775725	8.5257388	Schweizer Weinstube	Hohlstrasse	49			regional;swiss	
47.3784958	8.5271796	Schweizerdegen El Papi	Dienerstrasse	40				
47.4148932	8.5394998	Namaste	Ellen-Widmann-Weg	6	8050	Zürich	indian	https://namaste-oerlikon.ch
47.3925569	8.5308196	Ototo - Sushi Dining	Nordstrasse	199	8037	Zürich	japanese	https://www.ototo.ch/
47.4148230	8.5457621	Indian Palace	Schaffhauserstrasse	410	8050	Zürich	indian	https://www.indianpalace-zh.ch
47.3799445	8.5432644	Ora Thai	Stampfenbachstrasse	40			thai	https://www.orathaizuerich.ch/
47.3797772	8.5433558	Casa Ferlin	Stampfenbachstrasse	38			italian	http://www.casaferlin.ch/
47.3874963	8.5272804	Limmathof	Limmatstrasse	127	8005	Zürich		https://www.arbeitskette.ch
47.3871627	8.5284890	Alpenrose	Fabrikstrasse	12	8005	Zürich	regional	https://www.restaurantalpenrose.ch
47.3863348	8.5290357	a fatt	Limmatstrasse	189	8005	Zürich	malaysian	https://restaurant-a-fatt.business.site
47.3821082	8.5356474	Püente	Baumgasse	10	8005	Zürich	peruvian	https://puente.ch/
47.3842264	8.5319218	Millennium					pizza	
47.3787172	8.5233543	marktküche	Feldstrasse	98	8004	Zürich		https://www.marktkueche.ch/
47.3714586	8.5378013	Carlton	Bahnhofstrasse	41	8001	Zürich	international;steak_house	http://www.carlton.ch/
47.4136892	8.5410753	Coop Restaurant	Sophie-Taeuber-Strasse	4	8050	Zürich		
47.3901801	8.5400652	La Casa					pizza	https://www.ristorante-lacasa.ch
47.3905675	8.5394452	Arctika						https://arctika.restaurant
47.3791312	8.5250934	Gamper	Nietengasse	1	8004	Zürich		http://www.gamper-restaurant.ch
47.3790069	8.5249463	Zaatar	Brauerstrasse	74	8004	Zürich	lebanese	https://www.zaatar.ch
47.3750304	8.5245340	Peking Garden	Langstrasse	13	8004	Zürich	chinese	https://www.peking-garden.ch/zh-langstrasse
47.3758647	8.5251128	Celia	Langstrasse	35	8004	Zürich	italian	
47.3767368	8.5207415	Pergola	Kanzleistrasse	121	8004	Zürich		https://ristorantepergola.ch/
47.3771472	8.5202111	Brera	Kanzleistrasse	26	8004	Zürich	italian	https://www.brera.ch/
47.4048648	8.5379355	Kiosk / Restaurant						
47.3794266	8.5237792	Werkhof					regional	
47.3745663	8.5245378	Burgermeister	Langstrasse	6	8004	Zürich	burger	https://www.burger-meister.ch/
47.3752425	8.5250339	SO Pizza	Langstrasse	20	8004	Zürich	pizza	https://www.so.pizza/
47.3742067	8.5233555	Queen Idia African Restaurant	Badenerstrasse	125	8004	Zürich	african	https://www.queenidia.ch/
47.3737299	8.5218676	The Caribbean Restaurant	Elisabethenstrasse	28	8004	Zürich		https://www.thecaribbean.ch/
47.3734849	8.5287165	Molino	Stauffacherstrasse	31	8004	Zürich	pizza	https://molino.ch/de/pizzeria-ristorante-molino-stauffacher
47.3737975	8.5274539	Ichizen	Kanzleistrasse	15		Zürich	japanese	https://www.ichizen-japan-restaurant.ch/
47.3736685	8.5280227	Ristorante Cooperativo					italian	http://www.cooperativo.ch/
47.3716921	8.5446644	Hôtel Bourbon	Obere Zäune	19	8001	Zürich		https://www.hotelbourbon.ch/
47.3705962	8.5438655	Le Dézaley Restaurant Vaudois					regional	https://le-dezaley.ch/
47.3710755	8.5433622	Style Thai					thai	
47.3717505	8.5159377	La Côte						
47.3700945	8.5491025	Santa Lucia	Rämistrasse	32	8001	Zürich	pizza;italian	https://www.bindella.ch/de/santa-lucia-teatro.html
47.3746589	8.5290969	Don Leone	Bäckerstrasse	31	8004	Zürich	italian;pizza	https://www.donleone.ch/
47.3757244	8.5292515	Convivio	Rotwandstrasse	62			italian	
47.3753340	8.5286575	Accademia del Gusto	Rotwandstrasse	48			italian	http://www.accademiadelgusto.ch/
47.3749705	8.5289242	Teoh	Bäckerstrasse	37	8004	Zürich	asian	http://teoh-food.ch/
47.3751694	8.5284160	DAurora	Rotwandstrasse	42	8004	Zürich	italian	http://www.daurora.ch/
47.3754803	8.5284806	Osteria Santo Bevitore	Rotwandstrasse	49	8004	Zürich	italian	http://www.osteria-santobevitore.ch/
47.3742016	8.5307896	Meat Me					steak_house	http://meatme4.ch/
47.3743454	8.5295536	Sweet Basil	Bäckerstrasse	19			asian	http://www.sweet-basil.ch/
47.3743607	8.5306073	Real	Müllerstrasse	23	8004	Zürich	spanish	https://www.restaurant-real.ch/
47.3746892	8.5294759	Akaraka	Bäckerstrasse	30	8004	Zürich	korean	https://www.akaraka.ch
47.3746456	8.5302307	Bibim Shack	Müllerstrasse	31	8004	Zürich	koren	http://bibimshack.com
47.3682948	8.5459868	Tschingg	Oberdorfstrasse	2	8001	Zürich	pasta	https://www.tschingg.eu/
47.3771144	8.5281687	Ah-Hua	Brauerstrasse	9	8004	Zürich	asian	
47.4067404	8.5507215	Schnitzelhuus Oerlikon	Schwamendingenstrasse	48	8050	Zürich	Schnitzel;regional	http://www.schnitzelhuus.com/
47.4073905	8.5498029	Restaurant Dorflinde	Schwamendingenstrasse	37	8050	Zürich		https://oelemezler-gastrobetriebe.ch/restaurant-dorflinde/
47.3855243	8.5312041	Migros Restaurant	Limmatstrasse	152	8005	Zürich	international	https://filialen.migros.ch/de/migros-restaurant-zuerich-limmatplatz
47.3762153	8.5400686	Palette	Schützengasse	7		Zürich		https://palette-zürich.ch/
47.3720914	8.5339870	Long Huang	Talstrasse	83	8001	Zürich	asian	http://suan-long.ch/longhuang/
47.3807368	8.5345758	Yoshino	Hafnerstrasse			Zürich	japanese	https://www.yoshino.ch/
47.4034424	8.5471665	Smeileys	Berninastrasse	43	8057	Zürich		https://www.smeileys.ch/
47.3764802	8.5252621	Pho 50	Stauffacherstrasse	101	8004	Zürich	vietnamese	https://www.pho50.ch/
47.4090175	8.5457746	House of Mezze				Zürich	lebanese	
47.3760618	8.5288696	The Sacred	Müllerstrasse	64	8004	Zürich	cake;tea;coffee_shop	https://vegelateria.ch/
47.4109887	8.5459625	Burgermeister	Nansenstrasse	3	8050	Zürich	burger	https://www.burger-meister.ch
47.3779493	8.5298119	Neela	Kanonengasse	29	8004		sri_lankan	https://neela.ch/
47.3686275	8.5444063	Le Cèdre	Schifflände	5	8001		lebanese	https://libanesisch.ch/
47.4086140	8.5376025	Giesserei Oerlikon	Birchstrasse	108	8050	Zürich		https://diegiesserei.ch/
47.3784747	8.5303520	Lele					italian	https://www.restaurantlele.ch/
47.3931636	8.5210169	Indian BBQ	Breitensteinstrasse	21	8037	Zürich	indian	https://www.indian-bbq.ch/
47.3677218	8.5461444	Vapiano	Rämistrasse	8	8001	Zürich	italian	
47.3861863	8.5209904	Viadukt						https://zkb-hard.sv-restaurant.ch/de/menuplan/viadukt/
47.3798297	8.5270667	Khujug					chinese	https://www.khujug.restaurant/
47.3808758	8.5262009	Restaurant Schnupf / Rangierbahnhof						https://www.schnupf.bar/
47.3793855	8.5258658	Biondi						
47.3796942	8.5257070	Eichhörnli					regional	https://www.restaurant-eichhoernli.ch/
47.3798446	8.5276503	Lady Suzette	Langstrasse	133	8004	Zürich		
47.3786741	8.5299156	Thach	Militärstrasse	84			asian	http://www.thach.ch/
47.3791536	8.5283971	Pizzeria Milano	Militärstrasse	109	8004	Zürich	italian	https://www.restaurant-milano.ch/
47.3784276	8.5284216	Morgenstern da Mario	Zwinglistrasse	27			italian	https://morgenstern-zh.ch
47.3787987	8.5265659	Stella Alpina						
47.3777904	8.5296685	Hongxi	Zwinglistrasse	3	8004		chinese	http://www.hongxi-restaurant.ch
47.3782008	8.5292404	Kinkhao	Zwinglistrasse	12	8004	Zürich	thai	https://www.kinkhao.ch
47.3440179	8.5317309	Casa Nostrana	Albisstrasse	27			italian	
47.3728610	8.5349909	Sushishop	Uraniastrasse	40	8001	Zürich	sushi	
47.4105350	8.5525017	Brasserie Bits & Bites					regional	https://www.brasseriebitsandbites.ch/
47.3802932	8.5448286	GESS-Bar	Haldeneggsteig	4	8092	Zürich		
47.3797298	8.5372003	Brasserie zum Vorbahnhof	Zollstrasse	2	8005	Zürich	regional	https://www.vorbahnhof.ch/
47.3752069	8.5437776	Suan Long	Niederdorfstrasse	47	8001	Zürich	chinese;thai	https://suan-long.ch/suanlong/
47.3842908	8.5779767	Masoala						https://www.zoo.ch/de/essen-trinken/restaurant-masoala
47.3843493	8.5739787	Pantanal						
47.3933515	8.5263104	Damas						http://restaurantdamas.ch/
47.3662269	8.5212488	Napoli (da Gerardo)	Sandstrasse	7	8003	Zürich	italian	
47.3651800	8.5212519	Maison Manesse	Hopfenstrasse	2	8045			http://www.maisonmanesse.ch/
47.3658973	8.5212335	Uramakiya	Steinstrasse	72	8003	Zürich	japanese	
47.3779110	8.5294772	Tabula Rasa	Zwinglistrasse	7	8004	Zürich	regional	http://www.zumgoldenenfass.ch/
47.3778272	8.5304532	Zeughaushof	Kanonengasse	20	8004	Zürich	international	http://www.hopzueri.ch/
47.3780557	8.5299364	Viet-Thai	Kanonengasse	31	8004		asian	http://www.viet-thai.ch/
47.3745929	8.5345411	Riithalle	Gessnerallee	8	8001	Zürich	regional	https://www.riithalle.ch/
47.3667843	8.5616996	Luca²	Asylstrasse	81	8032	Zürich	italian	https://www.restaurant-luca.ch/
47.3823657	8.5303266	Yume Ramen			8005	Zürich	noodle	
47.3818623	8.5296911	Soul Köfte	Langstrasse	192	8005	Zürich	jordanian	
47.3799976	8.5373936	St. Gallerhof					regional	http://www.st-gallerhof.ch
47.3800785	8.5370948	Sham					lebanese	
47.3828582	8.5307697	Don’t Worry Eat Curry	Mattengasse	29	8005	Zürich	indian	http://www.dontworry-eatcurry.ch
47.3820940	8.5300961	Casa da Picanha			8005	Zürich	brazilian	https://picanha-brasil.ch
47.3820132	8.5303576	Restaurant Neugasshof	Neugasse	35	8005	Zürich	regional	
47.3680769	8.5597987	Restaurant Römerblick	Asylstrasse	58	8032	Zürich		
47.3837599	8.5284695	Co Chin Chin	Gasometerstrasse	7	8005	Zürich	vietnamese	https://www.cochinchin.ch
47.3838948	8.5307672	SamSes	Langstrasse	231	8005	Zürich	regional	http://www.samses.ch
47.4040325	8.5571397	Apollo Taverna	Ueberlandstrasse	14	8051	Zürich	greek	
47.3744560	8.5228253	La Taqueria	Badenerstrasse	138	8004	Zürich		https://www.lataqueria.ch
47.3792301	8.5158016	Barranco	Sihlfeldstrasse	141	8004	Zürich	peruvian	https://www.barranco.ch/
47.3741175	8.5136406	Bottega Berta	Bertastrasse	36	8003	Zürich	italian	https://www.bottegaberta.ch/
47.3760904	8.5278522	Ah-Hua	Ankerstrasse	110	8004	Zürich	thai	https://www.ah-hua.ch/
47.3615099	8.5260442	99	Bederstrasse	99	8002	Zürich	italian	
47.3624137	8.5266555	Bederhof						https://bederhof.ch/
47.3654301	8.5321082	Le Rendez-Vous	Seestrasse	3	8002	Zürich	french	http://restaurant-le-rendez-vous.ch/
47.3601777	8.5226813	Wirtschaft Zur Au	Manessestrasse	208	8045	Zürich		https://www.zur-au.ch/
47.4005575	8.5859139	La Fonte					pizza	
47.3723465	8.5445758	Öpfelchammer					regional	https://www.oepfelchammer.ch/
47.4114049	8.5450408	Peking Garden					asian	
47.3969875	8.5869085	Schützenstube Probstei	Stettbachstrasse	200	8051	Zürich		http://www.probstei-stube.ch/
47.3876044	8.5260285	Restaurant Markthalle	Limmatstrasse	231	8005	Zürich	international	http://www.restaurant-maha.ch/
47.3614068	8.5608856	Misoga	Drahtzugstrasse	5			korean	https://www.r2.misoga.ch/hegibachplatz
47.4039752	8.5739634	Bei Fouad	Dübendorfstrasse	4	8051	Zürich	lebanese	libanese-takeaway.ch
47.4041654	8.5733193	Restaurant Blume						
47.3910244	8.5265320	Taj Palace	Hönggerstrasse	25	8037	Zürich	indian	
47.3909511	8.5272823	Il Basilico H10	Hönggerstrasse	10	8037	Zürich	italian;pizza	https://www.ilbasilico.ch/
47.4040156	8.5678705	Tiger Sushi						https://tigersushi.ch
47.3915816	8.5251298	San Gennaro	Hönggerstrasse	43	8037	Zürich	italian	https://www.sangennarozurigo.ch/
47.3903732	8.5228750	Spaghetti Pomodoro				Zürich	italian;pizza	https://spaghettipomodoro.ch/
47.3611874	8.5266838	Don Leone	Waffenplatzstrasse	15	8002	Zürich	italian;pizza	https://donleone.ch/waffenplatz/
47.3618799	8.5261485	Weisses Rössli	Bederstrasse	96	8002	Zürich	french;fine_dining	https://www.weisses-roessli.ch/
47.3439800	8.5314693	Winits	Albisstrasse	29	8038		thai	https://www.winits.ch/
47.3468443	8.5287676	Allegro	Mutschellenstrasse	137			italian	
47.3474258	8.5334884	Peking Garden	Seestrasse	331	8038	Zürich	asian	https://www.peking-garden.ch/pg_restaurant/zuerich-wollishofen/
47.4077372	8.5825950	bianco nero						
47.4047430	8.5729195	Restaurant Jasmin						
47.3752920	8.5154091	Filfl	Zentralstrasse	136	8003	Zürich	african	https://www.filflrestaurant.ch/
47.4137718	8.5382686	Nordlicht	Birchstrasse	180	8050	Zürich		https://www.senevita.ch/de/betriebe/nordlicht/gastronomie.php
47.4098711	8.5443496	Tres Amigos	Querstrasse	16	8050	Zürich	mexican	https://www.tresamigos.ch/zuerich-oerlikon
47.3735250	8.5466575	Hirschberg	Seilergraben	9				https://www.restaurant-hirschberg.ch/
47.3739693	8.5462490	Rechberg						https://www.rechberg1837.com/
47.3753582	8.5457947	Timeout						
47.3791930	8.5555706	Okay Italia					italian	https://www.okay-italia.ch/
47.4020484	8.5353195	Kerala					indian	http://www.keralarestaurant.ch/
47.3739392	8.5146022	Piazza	Idaplatz	2	8003	Zürich		http://www.ida-piazza.ch
47.4027881	8.4925230	Restaurant Maharani	Limmattalstrasse	252			indian	https://www.maharani.ch/
47.4040360	8.4967746	Zweifels Weinbeiz	Regensdorferstrasse	22	8049	Zürich		https://www.zweifel1898.ch/de/weinbeiz-hoengg.html
47.4034913	8.4964710	Zahl-Bar						
47.3572037	8.5153739	Free Flow					international	
47.3702244	8.5194587	Gasthof Falken Wiedikon	Birmensdorferstrasse	150	8003	Zürich		https://www.falken-wiedikon.ch/
47.3608803	8.5478901	Ristorante Frascati	Bellerivestrasse	2	8008	Zürich	italian	https://molino.ch/de/ristorante-frascati
47.3686567	8.5339963	Korner	Gartenstrasse	10	8002	Zürich	burger	http://www.gourmetburger.ch/
47.3635603	8.5495722	Sazio Osteria	Seefeldstrasse	27	8008	Zürich	italian	https://www.sazio.ch/
47.3654045	8.5471561	Brasserie Schiller	Sechseläutenplatz	10	8001	Zürich		https://www.brasserie-schiller.ch/
47.3773415	8.5332076	Kennedys Irish Pub	Freischützgasse	14	8004			https://www.kennedys.ch/
47.3618069	8.5265712	Lotus Garden	Waffenplatzstrasse	1	8002	Zürich	chinese	https://lotus.garden/
47.3715341	8.5245733	Silex	Freyastrasse	3	8004	Zürich		https://www.silexrestaurant.ch/
47.3719093	8.5256450	Gartenhof	Gartenhofstrasse	1	8004	Zürich	regional	https://www.gartenhof.net/
47.3716390	8.5248920	Hermanseck	Birmensdorferstrasse	58	8004	Zürich	regional	http://www.hermanseck.ch/
47.3629747	8.5324508	Florentin	Lavaterstrasse	33	8002	Zürich	jewish	https://florentin.rest/
47.4151692	8.5468187	Goranac Sofra					middle_eastern	
47.4128096	8.5451810	Lamky	Wattstrasse	3	8050	Zürich	chinese	https://china-restaurant-lamky-zurich.business.site/
47.3749526	8.5290757	Don Leone	Bäckerstrasse	36	8004	Zürich	italian;pizza	https://donleone.ch/laperitivo/
47.4124987	8.5445738	Binzgarten	Affolternstrasse	10	8050	Zürich	italian	http://www.binzgarten.ch/
47.3686456	8.5015488	Tamarind Hill	Birmensdorferstrasse	427	8055	Zürich	indian	http://www.tamarindhill.ch/
47.4105086	8.5484210	Malabar					indian	https://www.malabar-restaurant.ch/
47.4103887	8.5471916	Restaurant & Pizza Furetto						
47.3815450	8.5483263	Rubina	Universitätstrasse	56	8006	Zürich	regional	https://restaurant-rubina.ch/
47.3691547	8.5011383	Burgers & Shakes	Birmensdorferstrasse	430	8055	Zürich	american;burger	http://www.burgers-shakes.ch/
47.3817668	8.5336560	El Luchador	Konradstrasse	69	8005	Zürich	mexican	http://www.elluchador.ch
47.3780904	8.4982984	Mangostan					thai	http://www.mangostan.ch/
47.3901439	8.5223613	Wurst und Moritz	Hardstrasse	318	8005	Zürich	sausage	http://wurstundmoritz-zuerich.ch/
47.3703052	8.5207971	Petit Saigon					vietnamese	
47.3699912	8.5183510	Bierstube Scheidegg	Kehlhofstrasse	2	8003	Zürich		
47.3708827	8.5157585	Victoria Restaurant	Birmensdorferstrasse	200	8003	Zürich		
47.3878313	8.5189366	Brisket	Pfingstweidstrasse	6	8005	Zürich	Southern_BBQ;american	https://www.brisket.ch/
47.3863155	8.5167264	LYS Asia	Zahnradstrasse	21	8005	Zürich	asian	https://lys-asia.ch/restaurant/
47.4165977	8.5558212	Thai Erawan					thai	
47.3736181	8.5456942	New Bombay	Predigerplatz	34	8001	Zürich	indian	https://newbombay-zurich.ch/
47.4180995	8.5565889	Tasty Haus	Leutschenbachstrasse	71	8050	Zürich	chinese	https://tastyhaus.ch/
47.3880703	8.5141661	Equinox						
47.4262082	8.5054134	Wirtschaft Unterdorf	Katzenseestrasse	15	8046	Zürich	regional	https://wirtschaft-unterdorf.ch/
47.3841620	8.5304006	Cucina	Luisenstrasse	40	8005	Zürich	italian;pizza	https://www.cucinarestaurant.ch/
47.3832940	8.5301807	Cinque	Langstrasse	215	8005	Zürich	italian	http://www.restaurant-cinque.ch
47.3909932	8.5455952	Moudis Lecker Garten						http://moudislecker.ch/
47.3760181	8.5277705	Centro	Ankerstrasse	108			italian	
47.3522874	8.5083976	Schützenhaus Albisgüetli	Uetlibergstrasse	341	8045	Zürich	regional	https://www.albisguetli.ch/
47.3868901	8.4898386	Restaurant Casino	Badenerstrasse	647	8048	Zürich	regional	http://casinoaltstetten.ch
47.4063257	8.5376266	Gasthaus Hofwiesen	Hofwiesenstrasse	265	8057		austrian	https://www.hofwiesen.ch/
47.3891509	8.5177829	Aubrey	Schiffbaustrasse	10	8005	Zürich		http://www.aubrey.ch/
47.3745867	8.5167793	Sher-E-Punjab	Sihlfeldstrasse	45	8003	Zürich	indian	http://www.punjab.ch/
47.3869980	8.4893909	Taj Mahal	Badenerstrasse	649	8048	Zürich	indian	
47.3840714	8.5291751	Molino	Gasometerstrasse	26	8005	Zürich	pizza	https://molino.ch/de/pizzeria-ristorante-molino-gasometerstrasse
47.3851690	8.5190628	Frau Gerolds Garten	Geroldstrasse	23	8005	Zürich		https://www.fraugerold.ch
47.3804786	8.5472423	Bamboo Inn					chinese	https://bamboo-inn.ch/
47.3821725	8.5474623	Stapferstube da Rizzo	Culmannstrasse	45	8006	Zürich	italian	https://www.stapferstube.com/
47.4136106	8.5336274	Nœrd Kantine	Binzmühlestrasse	170	8050			http://www.noerdkantine.ch/
47.4157127	8.5449517	La Forchetta					italian	
47.4150386	8.5452746	Perim	Schaffhauserstrasse	413	8050	Zürich		
47.3703723	8.5083674	Migros Restaurant	Birmensdorferstrasse	320	8055	Zürich	international	https://filialen.migros.ch/de/migros-restaurant-zuerich-wiedikon-m-maert
47.3934655	8.4738653	King To	Badenerstrasse	816	8048	Zürich	chinese	
47.3945224	8.4748209	Kantine Hermetschloo	Hermetschloostrasse	70	8048	Zürich		http://www.kantine-hermetschloo.ch
47.3954067	8.5054408	Turbinenhaus						https://www.restaurant-turbinenhaus.ch
47.3782017	8.5408542	Restaurant Oase			8001	Zürich		https://zfv.ch/de/microsites/sbb-restaurant-oase
47.3641649	8.5546725	Sangam Palace	Zollikerstrasse	1	8008	Zürich	indian	http://www.sangam-palace.ch/
47.3808206	8.5183332	Evin Kebap Haus	Hohlstrasse	187	8004	Zürich	kebab	
47.3739062	8.5183137	Ya Ke	Weststrasse	162	8003	Zürich	chinese	
47.3733877	8.5189589	Yardbird Southern Fried Chicken	Weststrasse	146	8003	Zürich	american	
47.3758611	8.5142545	Parea					italian	https://www.parea.rest/
47.3784801	8.5338620	Loft Five	Europaallee	15	8004	Zürich	international	http://www.loftfive.ch/
47.3735313	8.5329889	Swiss Casino Zürich	Gessnerallee	3	8021			https://www.swisscasinos.ch/
47.3883414	8.4837689	Restaurant Krone	Badenerstrasse	705	8048	Zürich	fine_dining	http://www.krone-altstetten.ch/
47.3704129	8.5410105	Presse Club						
47.3749062	8.5395320	Black Tap	Werdmühlestrasse	4	8001	Zürich	burger	https://blacktap.com/location/zurich/
47.3759940	8.4879620	Trattoria Emilia	Albisriederstrasse	330	8047	Zürich	italian	http://trattoriaemilia.ch/
47.4092114	8.5377071	Lemon	Birchstrasse	120	8050	Zürich	pizza;kebab	http://www.pizzalemon.ch/
47.4109228	8.5376629	Virtù	Birchstrasse	147	8050	Zürich	italian	http://pizzeria-virtu.ch/
47.3972168	8.5323442	Meister GAO					chinese	http://meistergao.ch/
47.3954854	8.5318493	SAHltimbocca						https://sah-zh.ch/angebote-im-ueberblick/sahltimbocca-restaurant/
47.3777854	8.5272463	Stereo	Brauerstrasse	36	8004	Zürich		
47.3583286	8.5571633	blindekuh	Mühlebachstrasse	148	8008	Zürich	regional	https://www.blindekuh.ch/
47.3739155	8.5157835	Restaurant Gertrudhof	Gertrudstrasse	26	8003	Zürich	german	http://restaurantgertrudhof.ch/
47.3854018	8.5183169	Rosso	Geroldstrasse	31	8005	Zurich	italian	https://www.restaurant-rosso.ch
47.3673012	8.5608500	Bistrot à Paris	Asylstrasse	70	8032	Zürich		https://www.bistrotaparis.ch/
47.4041372	8.5342275	Jeunesse	Wehntalerstrasse	120	8057	Zürich		
47.3825966	8.4926584	UBS Restaurant Snackeria Flurhof	Flurstrasse	72				
47.3734083	8.5253450	Ruenthai 3	Wyssgasse	2	8004	Zürich	thai	
47.4228696	8.5417788	Restaurant Bürgli	Seebacherstrasse	65	8052	Zürich	german	
47.4067908	8.5482253	Tamarind Hill	Schaffhauserstrasse	306	8050	Zürich	indian	http://www.tamarindhill.ch
47.4143809	8.5583693	Ephesus					italian;mediterranean;pizza;greek;türkisch	
47.4097353	8.5460335	Tschingg	Schaffhauserstrasse	353	8050	Zürich	pasta	https://www.tschingg.eu/
47.3600494	8.5690109	Grand‘in Osteria	Forchstrasse	211	8032	Zürich	italian	https://grandinosteria.ch
47.3722182	8.5196023	Wirtschaft im Franz						https://www.wirtschaftimfranz.ch/
47.4112550	8.5454820	Romarino			8050	Zürich	italian	
47.4270313	8.5102272	Restaurant Büsi	Bärenbohlstrasse	47	8046	Zürich	regional	https://www.xn--restaurant-bsi-rsb.ch/
47.3843311	8.5286143	Tavernaki Kalymnos	Motorenstrasse	25	8005	Zürich	greek	
47.3983794	8.5362590	Tramblu	Bucheggstrasse	103	8057	Zürich		http://tramblu.ch/
47.3885207	8.5256303	Costa Brava					spanish	https://www.costabrava-zuerich.ch/
47.3886259	8.5253686	Pizzeria Margheri	Limmatstrasse	273	8005	Zürich	italian	https://margheri.ch/
47.3822360	8.5145177	Etna	Hardplatz	7	8004	Zürich	italian;pizza	
47.3719325	8.5402773	Churrasco Steakhouse & Bar	Glockengasse	9	8001	Zürich	steak_house	http://churrasco.ch/
47.3885695	8.5392870	Mamas Beck	Schaffhauserstrasse	8	8006	Zürich	coffee_shop	
47.4016808	8.4989566	Pizzeria Rapido					pizza	
47.3749363	8.5823881	Adlisberg	Adlisbergstrasse	75	8044	Zürich	regional	http://www.adlisberg.ch
47.3918896	8.5004329	Restaurant Markthalle	Aargauerstrasse	1	8048	Zürich	regional	http://www.restaurant-markthalle.com
47.3693102	8.5325414	HATO					asian	https://hato-restaurants.com/
47.3775576	8.5438988	Positano	Stampfenbachstrasse	6	8001	Zürich	pizza	https://positano.ch/
47.3793233	8.5435476	Bombay Karachi	Stampfenbachstrasse	32	8001	Zürich	indian	
47.3777853	8.5438498	Commihalle	Stampfenbachstrasse	8	8001	Zürich	italian	https://www.commercio.ch/commihalle/
